           TIME,                NH4N,                NO3N,                PO4P,                DOXY,                DIAC,                ZOOC,                ZOON,                ZOOP,                DETC,                DETN,                DETP,                 DOC,                 DON,                 DOP,          NOFIX_CYNC,                 OPA,    DISSOLVED_SILICA,  PARTICULATE_SILICA,            FIX_CYNC,                 DIC,          ALKALINITY
       6.541667,        0.0570215606,        0.1411374293,        0.0018178646,       18.0162277079,        0.0206985833,        0.0276754866,        0.0044845002,        0.0004805436,        8.8968194399,        1.4146919403,        0.0579742213,        7.9956251197,        1.2268780242,        0.0144926722,        1.4923646694,        0.8649293179,        2.8512332948,        3.7792059646,        0.0000911677,        0.0024228170,        0.0027348136
       6.583333,        0.0576993811,        0.1409849590,        0.0018137313,       17.9862174660,        0.0199594187,        0.0277232872,        0.0045056715,        0.0004827629,        8.9016725111,        1.4149323185,        0.0579710347,        7.9954246082,        1.2251838979,        0.0144806642,        1.4943049203,        0.8647058337,        2.8514065945,        3.7790130461,        0.0000920240,        0.0024221847,        0.0027348824
       6.625000,        0.0583617498,        0.1408443151,        0.0018096623,       17.9563193078,        0.0192501702,        0.0277705149,        0.0045266123,        0.0004849570,        8.9064995475,        1.4151673739,        0.0579672882,        7.9952272317,        1.2234984483,        0.0144692368,        1.4962250449,        0.8644699580,        2.8515802662,        3.7787893872,        0.0000928853,        0.0024215547,        0.0027349495
       6.666667,        0.0590090962,        0.1407151038,        0.0018056666,       17.9265343355,        0.0185688837,        0.0278177935,        0.0045474696,        0.0004871419,        8.9113016703,        1.4153973530,        0.0579630092,        7.9950329662,        1.2218216098,        0.0144583747,        1.4981252653,        0.8642218708,        2.8517542891,        3.7785364362,        0.0000937518,        0.0024209271,        0.0027350150
       6.708333,        0.0596417904,        0.1405969463,        0.0018017482,       17.8968642158,        0.0179144628,        0.0278651227,        0.0045682442,        0.0004893178,        8.9160799226,        1.4156224852,        0.0579582234,        7.9948417896,        1.2201533182,        0.0144480629,        1.5000058577,        0.8639617770,        2.8519286437,        3.7782553648,        0.0000946234,        0.0024203018,        0.0027350789
       6.750000,        0.0602601782,        0.1404894787,        0.0017979098,       17.8673106520,        0.0172858539,        0.0279125021,        0.0045889366,        0.0004914846,        8.9208353039,        1.4158429904,        0.0579529554,        7.9946536811,        1.2184935104,        0.0144382870,        1.5018671243,        0.8636898942,        2.8521033112,        3.7779472986,        0.0000955002,        0.0024196787,        0.0027351413
       6.791667,        0.0608645898,        0.1403923515,        0.0017941537,       17.8378753407,        0.0166820447,        0.0279599315,        0.0046095477,        0.0004936425,        8.9255687713,        1.4160590790,        0.0579472285,        7.9944686153,        1.2168421176,        0.0144290322,        1.5037093868,        0.8634064488,        2.8522782738,        3.7776133190,        0.0000963823,        0.0024190578,        0.0027352022
       6.833333,        0.0614553223,        0.1403052276,        0.0017904798,       17.8085600198,        0.0161020621,        0.0280074105,        0.0046300780,        0.0004957915,        8.9302812417,        1.4162709526,        0.0579410652,        7.9942865791,        1.2151990862,        0.0144202857,        1.5055329839,        0.8631116751,        2.8524535142,        3.7772544651,        0.0000972696,        0.0024184391,        0.0027352616
       6.875000,        0.0620326645,        0.1402277830,        0.0017868883,       17.7793663652,        0.0155449711,        0.0280549389,        0.0046505282,        0.0004979317,        8.9349735938,        1.4164788044,        0.0579344872,        7.9941075541,        1.2135643561,        0.0144120342,        1.5073382593,        0.8628058083,        2.8526290160,        3.7768717352,        0.0000981623,        0.0024178225,        0.0027353196
       6.916667,        0.0625968899,        0.1401597060,        0.0017833789,       17.7502960172,        0.0150098731,        0.0281025164,        0.0046708990,        0.0005000632,        8.9396466692,        1.4166828194,        0.0579275151,        7.9939315226,        1.2119378684,        0.0144042648,        1.5091255631,        0.8624890856,        2.8528047635,        3.7764660883,        0.0000990604,        0.0024172080,        0.0027353762
       6.958333,        0.0631482592,        0.1401006960,        0.0017799509,       17.7213505711,        0.0144959045,        0.0281501427,        0.0046911911,        0.0005021860,        8.9443012742,        1.4168831748,        0.0579201686,        7.9937584673,        1.2103195648,        0.0143969650,        1.5108952481,        0.8621617441,        2.8529807416,        3.7760384459,        0.0000999638,        0.0024165955,        0.0027354315
       7.000000,        0.0636870211,        0.1400504635,        0.0017766030,       17.6925315708,        0.0140022352,        0.0281978175,        0.0047114051,        0.0005043003,        8.9489381816,        1.4170800404,        0.0579124666,        7.9935883716,        1.2087093883,        0.0143901227,        1.5126476678,        0.8618240200,        2.8531569361,        3.7755896932,        0.0001008728,        0.0024159851,        0.0027354854
       7.041667,        0.0642134135,        0.1400087290,        0.0017733341,       17.6638405032,        0.0135280678,        0.0282455405,        0.0047315416,        0.0005064060,        8.9535581313,        1.4172735787,        0.0579044274,        7.9934212191,        1.2071072823,        0.0143837260,        1.5143831749,        0.8614761470,        2.8533333332,        3.7751206808,        0.0001017873,        0.0024153765,        0.0027355381
       7.083333,        0.0647276648,        0.1399752228,        0.0017701425,       17.6352787953,        0.0130726356,        0.0282933116,        0.0047516012,        0.0005085033,        8.9581618325,        1.4174639456,        0.0578960681,        7.9932569940,        1.2055131915,        0.0143777635,        1.5161021192,        0.8611183563,        2.8535099197,        3.7746322255,        0.0001027073,        0.0024147699,        0.0027355895
       7.125000,        0.0652299947,        0.1399496845,        0.0017670268,       17.6068478120,        0.0126352022,        0.0283411303,        0.0047715848,        0.0005105922,        8.9627499646,        1.4176512903,        0.0578874055,        7.9930956808,        1.2039270611,        0.0143722241,        1.5178048469,        0.8607508755,        2.8536866830,        3.7741251123,        0.0001036330,        0.0024141651,        0.0027356397
       7.166667,        0.0657206148,        0.1399318624,        0.0017639850,       17.5785488545,        0.0122150596,        0.0283889965,        0.0047914927,        0.0005126728,        8.9673231782,        1.4178357556,        0.0578784554,        7.9929372644,        1.2023488373,        0.0143670968,        1.5194916996,        0.8603739283,        2.8538636113,        3.7736000953,        0.0001045644,        0.0024135622,        0.0027356887
       7.208333,        0.0661997296,        0.1399215130,        0.0017610156,       17.5503831603,        0.0118115275,        0.0284369098,        0.0048113258,        0.0005147451,        8.9718820967,        1.4180174785,        0.0578692332,        7.9927817298,        1.2007784670,        0.0143623712,        1.5211630136,        0.8599877345,        2.8540406929,        3.7730578989,        0.0001055015,        0.0024129610,        0.0027357366
       7.250000,        0.0666675366,        0.1399184008,        0.0017581166,       17.5223519027,        0.0114239523,        0.0284848701,        0.0048310846,        0.0005168093,        8.9764273172,        1.4181965899,        0.0578597534,        7.9926290624,        1.1992158979,        0.0143580370,        1.5228191193,        0.8595925090,        2.8542179169,        3.7724992188,        0.0001064444,        0.0024123616,        0.0027357833
       7.291667,        0.0671242274,        0.1399222980,        0.0017552863,       17.4944561921,        0.0110517059,        0.0285328771,        0.0048507697,        0.0005188654,        8.9809594115,        1.4183732155,        0.0578500299,        7.9924792479,        1.1976610783,        0.0143540842,        1.5244603413,        0.8591884625,        2.8543952729,        3.7719247236,        0.0001073932,        0.0024117639,        0.0027358289
       7.333333,        0.0675699876,        0.1399329838,        0.0017525227,       17.4666970763,        0.0106941845,        0.0285809306,        0.0048703818,        0.0005209134,        8.9854789275,        1.4185474754,        0.0578400762,        7.9923322723,        1.1961139573,        0.0143505031,        1.5260869975,        0.8587758011,        2.8545727507,        3.7713350555,        0.0001083478,        0.0024111679,        0.0027358735
       7.375000,        0.0680049977,        0.1399502442,        0.0017498241,       17.4390755418,        0.0103508083,        0.0286290302,        0.0048899214,        0.0005229535,        8.9899863895,        1.4187194846,        0.0578299049,        7.9921881216,        1.1945744847,        0.0143472844,        1.5276993993,        0.8583547258,        2.8547503408,        3.7707308312,        0.0001093084,        0.0024105734,        0.0027359170
       7.416667,        0.0684294330,        0.1399738719,        0.0017471887,       17.4115925155,        0.0100210200,        0.0286771758,        0.0049093892,        0.0005249856,        8.9944822999,        1.4188893533,        0.0578195285,        7.9920467822,        1.1930426110,        0.0143444188,        1.5292978514,        0.8579254333,        2.8549280340,        3.7701126434,        0.0001102751,        0.0024099806,        0.0027359595
       7.458333,        0.0688434644,        0.1400036655,        0.0017446147,       17.3842488659,        0.0097042839,        0.0287253671,        0.0049287858,        0.0005270099,        8.9989671397,        1.4190571870,        0.0578089586,        7.9919082407,        1.1915182873,        0.0143418974,        1.5308826520,        0.8574881154,        2.8551058216,        3.7694810612,        0.0001112478,        0.0024093893,        0.0027360010
       7.500000,        0.0692472581,        0.1400394300,        0.0017421003,       17.3570454046,        0.0094000855,        0.0287736040,        0.0049481118,        0.0005290264,        9.0034413692,        1.4192230867,        0.0577982064,        7.9917724837,        1.1900014653,        0.0143397115,        1.5324540924,        0.8570429592,        2.8552836952,        3.7688366313,        0.0001122266,        0.0024087995,        0.0027360414
       7.541667,        0.0696409764,        0.1400809757,        0.0017396439,       17.3299828884,        0.0091079306,        0.0288218861,        0.0049673677,        0.0005310353,        9.0079054293,        1.4193871489,        0.0577872826,        7.9916394983,        1.1884920974,        0.0143378528,        1.5340124573,        0.8565901472,        2.8554616467,        3.7681798791,        0.0001132117,        0.0024082112,        0.0027360810
       7.583333,        0.0700247778,        0.1401281184,        0.0017372438,       17.3030620204,        0.0088273439,        0.0288702133,        0.0049865542,        0.0005330364,        9.0123597421,        1.4195494662,        0.0577761976,        7.9915092715,        1.1869901366,        0.0143363129,        1.5355580248,        0.8561298575,        2.8556396685,        3.7675113089,        0.0001142029,        0.0024076244,        0.0027361196
       7.625000,        0.0703988169,        0.1401806793,        0.0017348985,       17.2762834522,        0.0085578691,        0.0289185853,        0.0050056719,        0.0005350300,        9.0168047114,        1.4197101270,        0.0577649611,        7.9913817907,        1.1854955365,        0.0143350839,        1.5370910664,        0.8556622638,        2.8558177533,        3.7668314053,        0.0001152005,        0.0024070390,        0.0027361573
       7.666667,        0.0707632448,        0.1402384844,        0.0017326062,       17.2496477856,        0.0082990678,        0.0289670020,        0.0050247213,        0.0005370160,        9.0212407238,        1.4198692159,        0.0577535826,        7.9912570433,        1.1840082511,        0.0143341579,        1.5386118472,        0.8551875351,        2.8559958939,        3.7661406338,        0.0001162044,        0.0024064549,        0.0027361941
       7.708333,        0.0711182096,        0.1403013644,        0.0017303655,       17.2231555737,        0.0080505186,        0.0290154630,        0.0050437030,        0.0005389946,        9.0256681493,        1.4200268141,        0.0577420709,        7.9911350169,        1.1825282353,        0.0143335275,        1.5401206263,        0.8547058364,        2.8561740838,        3.7654394414,        0.0001172148,        0.0024058722,        0.0027362300
       7.750000,        0.0714638559,        0.1403691548,        0.0017281749,       17.1968073235,        0.0078118167,        0.0290639683,        0.0050626176,        0.0005409658,        9.0300873419,        1.4201829988,        0.0577304348,        7.9910156992,        1.1810554443,        0.0143331852,        1.5416176562,        0.8542173285,        2.8563523165,        3.7647282576,        0.0001182316,        0.0024052909,        0.0027362651
       7.791667,        0.0718003256,        0.1404416953,        0.0017260330,       17.1706034965,        0.0075825732,        0.0291125176,        0.0050814657,        0.0005429296,        9.0344986404,        1.4203378444,        0.0577186824,        7.9908990783,        1.1795898338,        0.0143331239,        1.5431031835,        0.8537221681,        2.8565305858,        3.7640074947,        0.0001192550,        0.0024047108,        0.0027362993
       7.833333,        0.0721277575,        0.1405188300,        0.0017239383,       17.1445445110,        0.0073624146,        0.0291611106,        0.0051002478,        0.0005448862,        9.0389023686,        1.4204914216,        0.0577068215,        7.9907851421,        1.1781313603,        0.0143333366,        1.5445774490,        0.8532205080,        2.8567088859,        3.7632775490,        0.0001202850,        0.0024041320,        0.0027363327
       7.875000,        0.0724462945,        0.1406004079,        0.0017218902,       17.1186307233,        0.0071509819,        0.0292097473,        0.0051189645,        0.0005468356,        9.0432988367,        1.4206437982,        0.0576948597,        7.9906738729,        1.1766799735,        0.0143338157,        1.5460406876,        0.8527124969,        2.8568872112,        3.7625388010,        0.0001213216,        0.0024035545,        0.0027363654
       7.916667,        0.0727560626,        0.1406862799,        0.0017198866,       17.0928625037,        0.0069479302,        0.0292584273,        0.0051376163,        0.0005487778,        9.0476883411,        1.4207950391,        0.0576828042,        7.9905652648,        1.1752356375,        0.0143345554,        1.5474931321,        0.8521982818,        2.8570655562,        3.7617916160,        0.0001223649,        0.0024029781,        0.0027363972
       7.958333,        0.0730571930,        0.1407763016,        0.0017179262,       17.0672401468,        0.0067529284,        0.0293071506,        0.0051562038,        0.0005507129,        9.0520711654,        1.4209452061,        0.0576706617,        7.9904593063,        1.1737983101,        0.0143355491,        1.5489350056,        0.8516780039,        2.8572439159,        3.7610363452,        0.0001234151,        0.0024024030,        0.0027364283
       8.000000,        0.0733498145,        0.1408703326,        0.0017160078,       17.0417639103,        0.0065656582,        0.0293559169,        0.0051747276,        0.0005526410,        9.0564475806,        1.4210943585,        0.0576584389,        7.9903559861,        1.1723679497,        0.0143367906,        1.5503665261,        0.8511518006,        2.8574222853,        3.7602733256,        0.0001244720,        0.0024018290,        0.0027364586
       8.041667,        0.0736340534,        0.1409682357,        0.0017141303,       17.0164340159,        0.0063858138,        0.0294047259,        0.0051931881,        0.0005545621,        9.0608178460,        1.4212425529,        0.0576461420,        7.9902552928,        1.1709445151,        0.0143382738,        1.5517879063,        0.8506198062,        2.8576006596,        3.7595028810,        0.0001255359,        0.0024012561,        0.0027364883
       8.083333,        0.0739100339,        0.1410698769,        0.0017122925,       16.9912506509,        0.0062131017,        0.0294535777,        0.0052115860,        0.0005564763,        9.0651822095,        1.4213898434,        0.0576337769,        7.9901572153,        1.1695279656,        0.0143399928,        1.5531993538,        0.8500821515,        2.8577790345,        3.7587253225,        0.0001266067,        0.0024006844,        0.0027365172
       8.125000,        0.0741778779,        0.1411751259,        0.0017104932,       16.9662139692,        0.0060472395,        0.0295024718,        0.0052299218,        0.0005583836,        9.0695409078,        1.4215362816,        0.0576213494,        7.9900617427,        1.1681182608,        0.0143419416,        1.5546010714,        0.8495389639,        2.8579574055,        3.7579409486,        0.0001276845,        0.0024001137,        0.0027365454
       8.166667,        0.0744377052,        0.1412838550,        0.0017087314,       16.9413240927,        0.0058879564,        0.0295514083,        0.0052481960,        0.0005602841,        9.0738941675,        1.4216819170,        0.0576088649,        7.9899688639,        1.1667153609,        0.0143441146,        1.5559932571,        0.8489903680,        2.8581357686,        3.7571500462,        0.0001287695,        0.0023995442,        0.0027365729
       8.208333,        0.0746896339,        0.1413959400,        0.0017070061,       16.9165811122,        0.0057349920,        0.0296003868,        0.0052664091,        0.0005621779,        9.0782422048,        1.4218267966,        0.0575963286,        7.9898785684,        1.1653192265,        0.0143465064,        1.5573761041,        0.8484364849,        2.8583141198,        3.7563528909,        0.0001298616,        0.0023989756,        0.0027365998
       8.250000,        0.0749337796,        0.1415112593,        0.0017053162,       16.8919850885,        0.0055880962,        0.0296494072,        0.0052845616,        0.0005640650,        9.0825852264,        1.4219709654,        0.0575837454,        7.9897908454,        1.1639298186,        0.0143491116,        1.5587498011,        0.8478774329,        2.8584924553,        3.7555497472,        0.0001309608,        0.0023984081,        0.0027366260
       8.291667,        0.0751702565,        0.1416296942,        0.0017036607,       16.8675360539,        0.0054470288,        0.0296984693,        0.0053026542,        0.0005659455,        9.0869234297,        1.4221144665,        0.0575711201,        7.9897056844,        1.1625470986,        0.0143519250,        1.5601145322,        0.8473133273,        2.8586707714,        3.7547408692,        0.0001320674,        0.0023978416,        0.0027366516
       8.333333,        0.0753991767,        0.1417511288,        0.0017020388,       16.8432340127,        0.0053115590,        0.0297475730,        0.0053206872,        0.0005678194,        9.0912570033,        1.4222573409,        0.0575584572,        7.9896230749,        1.1611710283,        0.0143549414,        1.5614704773,        0.8467442807,        2.8588490648,        3.7539265010,        0.0001331813,        0.0023972761,        0.0027366765
       8.375000,        0.0756206507,        0.1418754499,        0.0017004494,       16.8190789424,        0.0051814653,        0.0297967181,        0.0053386612,        0.0005696868,        9.0955861274,        1.4223996277,        0.0575457610,        7.9895430067,        1.1598015700,        0.0143581559,        1.5628178121,        0.8461704027,        2.8590273321,        3.7531068769,        0.0001343026,        0.0023967115,        0.0027367009
       8.416667,        0.0758347871,        0.1420025466,        0.0016988917,       16.7950707948,        0.0050565346,        0.0298459044,        0.0053565768,        0.0005715477,        9.0999109739,        1.4225413644,        0.0575330356,        7.9894654695,        1.1584386863,        0.0143615637,        1.5641567078,        0.8455918002,        2.8592055701,        3.7522822220,        0.0001354314,        0.0023961479,        0.0027367247
       8.458333,        0.0760416931,        0.1421323108,        0.0016973648,       16.7712094967,        0.0049365625,        0.0298951317,        0.0053744343,        0.0005734022,        9.1042317069,        1.4226825865,        0.0575202849,        7.9893904531,        1.1570823402,        0.0143651600,        1.5654873320,        0.8450085778,        2.8593837758,        3.7514527525,        0.0001365677,        0.0023955852,        0.0027367479
       8.500000,        0.0762414739,        0.1422646365,        0.0016958679,       16.7474949512,        0.0048213525,        0.0299443999,        0.0053922344,        0.0005752504,        9.1085484830,        1.4228233280,        0.0575075127,        7.9893179477,        1.1557324950,        0.0143689403,        1.5668098481,        0.8444208371,        2.8595619463,        3.7506186760,        0.0001377115,        0.0023950234,        0.0027367705
       8.541667,        0.0764342336,        0.1423994203,        0.0016944002,       16.7239270380,        0.0047107159,        0.0299937089,        0.0054099775,        0.0005770923,        9.1128614520,        1.4229636215,        0.0574947224,        7.9892479432,        1.1543891145,        0.0143729001,        1.5681244158,        0.8438286774,        2.8597400788,        3.7497801918,        0.0001388631,        0.0023944625,        0.0027367925
       8.583333,        0.0766200743,        0.1425365610,        0.0016929608,       16.7005056148,        0.0046044716,        0.0300430583,        0.0054276641,        0.0005789279,        9.1171707562,        1.4231034978,        0.0574819175,        7.9891804299,        1.1530521628,        0.0143770350,        1.5694311910,        0.8432321958,        2.8599181706,        3.7489374914,        0.0001400224,        0.0023939024,        0.0027368141
       8.625000,        0.0767990970,        0.1426759594,        0.0016915490,       16.6772305176,        0.0045024454,        0.0300924482,        0.0054452947,        0.0005807574,        9.1214765320,        1.4232429864,        0.0574691011,        7.9891153980,        1.1517216044,        0.0143813407,        1.5707303259,        0.8426314866,        2.8600962193,        3.7480907586,        0.0001411894,        0.0023933432,        0.0027368351
       8.666667,        0.0769714010,        0.1428175186,        0.0016901641,       16.6541015620,        0.0044044702,        0.0301418782,        0.0054628698,        0.0005825807,        9.1257789090,        1.4233821154,        0.0574562764,        7.9890528379,        1.1503974041,        0.0143858132,        1.5720219692,        0.8420266421,        2.8602742222,        3.7472401700,        0.0001423643,        0.0023927849,        0.0027368555
       8.708333,        0.0771370843,        0.1429611438,        0.0016888054,       16.6311185437,        0.0043103853,        0.0301913484,        0.0054803899,        0.0005843979,        9.1300780110,        1.4235209116,        0.0574434463,        7.9889927400,        1.1490795270,        0.0143904484,        1.5733062663,        0.8414177523,        2.8604521771,        3.7463858952,        0.0001435472,        0.0023922274,        0.0027368755
       8.750000,        0.0772962435,        0.1431067422,        0.0016874720,       16.6082812391,        0.0042200366,        0.0302408584,        0.0054978554,        0.0005862091,        9.1343739560,        1.4236594003,        0.0574306135,        7.9889350950,        1.1477679385,        0.0143952423,        1.5745833589,        0.8408049051,        2.8606300818,        3.7455280970,        0.0001447380,        0.0023916706,        0.0027368950
       8.791667,        0.0774489739,        0.1432542228,        0.0016861635,       16.5855894062,        0.0041332758,        0.0302904082,        0.0055152668,        0.0005880143,        9.1386668563,        1.4237976059,        0.0574177807,        7.9888798933,        1.1464626046,        0.0144001911,        1.5758533856,        0.8401881861,        2.8608079341,        3.7446669318,        0.0001459369,        0.0023911147,        0.0027369140
       8.833333,        0.0775953694,        0.1434034968,        0.0016848790,       16.5630427853,        0.0040499606,        0.0303399976,        0.0055326246,        0.0005898136,        9.1429568192,        1.4239355516,        0.0574049503,        7.9888271259,        1.1451634914,        0.0144052911,        1.5771164820,        0.8395676791,        2.8609857320,        3.7438025497,        0.0001471439,        0.0023905595,        0.0027369326
       8.875000,        0.0777355226,        0.1435544768,        0.0016836180,       16.5406410995,        0.0039699545,        0.0303896264,        0.0055499293,        0.0005916070,        9.1472439466,        1.4240732592,        0.0573921248,        7.9887767835,        1.1438705653,        0.0144105386,        1.5783727801,        0.8389434655,        2.8611634735,        3.7429350950,        0.0001483592,        0.0023900051,        0.0027369506
       8.916667,        0.0778695250,        0.1437070777,        0.0016823799,       16.5183840557,        0.0038931262,        0.0304392945,        0.0055671812,        0.0005933946,        9.1515283358,        1.4242107497,        0.0573793065,        7.9887288569,        1.1425837930,        0.0144159300,        1.5796224093,        0.8383156252,        2.8613411567,        3.7420647060,        0.0001495826,        0.0023894515,        0.0027369683
       8.958333,        0.0779974667,        0.1438612159,        0.0016811640,       16.4962713445,        0.0038193495,        0.0304890018,        0.0055843810,        0.0005951764,        9.1558100793,        1.4243480429,        0.0573664974,        7.9886833371,        1.1413031418,        0.0144214620,        1.5808654957,        0.8376842359,        2.8615187798,        3.7411915158,        0.0001508145,        0.0023888986,        0.0027369855
       9.000000,        0.0781194367,        0.1440168094,        0.0016799697,       16.4743026416,        0.0037485034,        0.0305387480,        0.0056015290,        0.0005969524,        9.1600892651,        1.4244851579,        0.0573536996,        7.9886402152,        1.1400285788,        0.0144271310,        1.5821021628,        0.8370493735,        2.8616963411,        3.7403156520,        0.0001520547,        0.0023883463,        0.0027370022
       9.041667,        0.0782355228,        0.1441737781,        0.0016787966,       16.4524776080,        0.0036804716,        0.0305885331,        0.0056186256,        0.0005987228,        9.1643659771,        1.4246221125,        0.0573409151,        7.9885994824,        1.1387600719,        0.0144329338,        1.5833325310,        0.8364111123,        2.8618738390,        3.7394372374,        0.0001533034,        0.0023877948,        0.0027370186
       9.083333,        0.0783458116,        0.1443320433,        0.0016776440,       16.4307958904,        0.0036151425,        0.0306383569,        0.0056356714,        0.0006004876,        9.1686402950,        1.4247589238,        0.0573281457,        7.9885611298,        1.1374975890,        0.0144388672,        1.5845567181,        0.8357695246,        2.8620512718,        3.7385563895,        0.0001545606,        0.0023872440,        0.0027370346
       9.125000,        0.0784503887,        0.1444915282,        0.0016765115,       16.4092571221,        0.0035524088,        0.0306882192,        0.0056526667,        0.0006022468,        9.1729122945,        1.4248956080,        0.0573153930,        7.9885251488,        1.1362410983,        0.0144449281,        1.5857748393,        0.8351246810,        2.8622286381,        3.7376732215,        0.0001558265,        0.0023866939,        0.0027370501
       9.166667,        0.0785493385,        0.1446521571,        0.0016753984,       16.3878609232,        0.0034921674,        0.0307381199,        0.0056696121,        0.0006040004,        9.1771820478,        1.4250321806,        0.0573026589,        7.9884915306,        1.1349905684,        0.0144511133,        1.5869870070,        0.8344766506,        2.8624059364,        3.7367878420,        0.0001571010,        0.0023861444,        0.0027370653
       9.208333,        0.0786427443,        0.1448138562,        0.0016743043,       16.3666069013,        0.0034343195,        0.0307880588,        0.0056865079,        0.0006057486,        9.1814496232,        1.4251686561,        0.0572899448,        7.9884602667,        1.1337459681,        0.0144574199,        1.5881933310,        0.8338255009,        2.8625831654,        3.7359003551,        0.0001583843,        0.0023855956,        0.0027370801
       9.250000,        0.0787306883,        0.1449765529,        0.0016732288,       16.3454946519,        0.0033787699,        0.0308380359,        0.0057033546,        0.0006074913,        9.1857150859,        1.4253050483,        0.0572772521,        7.9884313486,        1.1325072664,        0.0144638451,        1.5893939189,        0.8331712975,        2.8627603236,        3.7350108611,        0.0001596764,        0.0023850474,        0.0027370945
       9.291667,        0.0788132519,        0.1451401761,        0.0016721712,       16.3245237591,        0.0033254275,        0.0308880509,        0.0057201526,        0.0006092287,        9.1899784976,        1.4254413704,        0.0572645824,        7.9884047680,        1.1312744329,        0.0144703858,        1.5905888757,        0.8325141048,        2.8629374099,        3.7341194560,        0.0001609775,        0.0023844999,        0.0027371086
       9.333333,        0.0788905151,        0.1453046562,        0.0016711313,       16.3036937955,        0.0032742046,        0.0309381038,        0.0057369023,        0.0006109607,        9.1942399170,        1.4255776349,        0.0572519369,        7.9883805163,        1.1300474369,        0.0144770394,        1.5917783040,        0.8318539857,        2.8631144230,        3.7332262321,        0.0001622875,        0.0023839530,        0.0027371223
       9.375000,        0.0789625571,        0.1454699249,        0.0016701085,       16.2830043232,        0.0032250171,        0.0309881944,        0.0057536042,        0.0006126874,        9.1984993996,        1.4257138534,        0.0572393168,        7.9883585855,        1.1288262485,        0.0144838032,        1.5929623040,        0.8311910013,        2.8632913617,        3.7323312781,        0.0001636066,        0.0023834067,        0.0027371357
       9.416667,        0.0790294563,        0.1456359152,        0.0016691023,       16.2624548940,        0.0031777841,        0.0310383224,        0.0057702586,        0.0006144088,        9.2027569981,        1.4258500372,        0.0572267234,        7.9883389671,        1.1276108378,        0.0144906745,        1.5941409739,        0.8305252117,        2.8634682250,        3.7314346790,        0.0001649348,        0.0023828610,        0.0027371488
       9.458333,        0.0790912897,        0.1458025613,        0.0016681125,       16.2420450499,        0.0031324280,        0.0310884879,        0.0057868661,        0.0006161251,        9.2070127627,        1.4259861968,        0.0572141577,        7.9883216532,        1.1264011752,        0.0144976508,        1.5953144096,        0.8298566753,        2.8636450118,        3.7305365166,        0.0001662722,        0.0023823159,        0.0027371615
       9.500000,        0.0791481336,        0.1459697989,        0.0016671385,       16.2217743234,        0.0030888743,        0.0311386907,        0.0058034270,        0.0006178362,        9.2112667406,        1.4261223421,        0.0572016208,        7.9883066356,        1.1251972313,        0.0145047295,        1.5964827047,        0.8291854494,        2.8638217210,        3.7296368694,        0.0001676188,        0.0023817713,        0.0027371739
       9.541667,        0.0792000635,        0.1461375647,        0.0016661799,       16.2016422377,        0.0030470513,        0.0311889306,        0.0058199416,        0.0006195421,        9.2155189768,        1.4262584825,        0.0571891137,        7.9882939062,        1.1239989770,        0.0145119082,        1.5976459509,        0.8285115898,        2.8639983517,        3.7287358126,        0.0001689749,        0.0023812274,        0.0027371860
       9.583333,        0.0792471536,        0.1463057969,        0.0016652364,       16.1816483077,        0.0030068902,        0.0312392075,        0.0058364105,        0.0006212430,        9.2197695135,        1.4263946270,        0.0571766372,        7.9882834572,        1.1228063834,        0.0145191845,        1.5988042377,        0.8278351511,        2.8641749030,        3.7278334186,        0.0001703403,        0.0023806840,        0.0027371978
       9.625000,        0.0792894776,        0.1464744346,        0.0016643076,       16.1617920395,        0.0029683252,        0.0312895212,        0.0058528340,        0.0006229389,        9.2240183911,        1.4265307839,        0.0571641923,        7.9882752805,        1.1216194220,        0.0145265561,        1.5999576528,        0.8271561865,        2.8643513740,        3.7269297570,        0.0001717153,        0.0023801411,        0.0027372094
       9.666667,        0.0793271079,        0.1466434181,        0.0016633932,       16.1420729316,        0.0029312927,        0.0313398716,        0.0058692126,        0.0006246298,        9.2282656475,        1.4266669611,        0.0571517798,        7.9882693685,        1.1204380642,        0.0145340207,        1.6011062819,        0.8264747484,        2.8645277638,        3.7260248943,        0.0001730998,        0.0023795988,        0.0027372206
       9.708333,        0.0793601164,        0.1468126891,        0.0016624927,       16.1224904747,        0.0028957319,        0.0313902587,        0.0058855465,        0.0006263157,        9.2325113184,        1.4268031661,        0.0571394004,        7.9882657133,        1.1192622819,        0.0145415760,        1.6022502085,        0.8257908875,        2.8647040715,        3.7251188946,        0.0001744940,        0.0023790570,        0.0027372316
       9.750000,        0.0793885738,        0.1469821900,        0.0016616059,       16.1030441522,        0.0028615843,        0.0314406821,        0.0059018363,        0.0006279968,        9.2367554378,        1.4269394058,        0.0571270548,        7.9882643072,        1.1180920472,        0.0145492200,        1.6033895147,        0.8251046536,        2.8648802965,        3.7242118194,        0.0001758980,        0.0023785158,        0.0027372423
       9.791667,        0.0794125502,        0.1471518647,        0.0016607323,       16.0837334403,        0.0028287938,        0.0314911419,        0.0059180822,        0.0006296729,        9.2409980376,        1.4270756868,        0.0571147438,        7.9882651425,        1.1169273324,        0.0145569505,        1.6045242806,        0.8244160955,        2.8650564380,        3.7233037277,        0.0001773117,        0.0023779750,        0.0027372528
