day,b1_NH4_N,b1_NO3_N,b1_PO4_P,b1_DISS_OXYGEN,b1_DIA_C,b1_ZOO_C,b1_ZOO_N,b1_ZOO_P,b1_DET_PART_ORG_C,b1_DET_PART_ORG_N,b1_DET_PART_ORG_P,b1_DISS_ORG_C,b1_DISS_ORG_N,b1_DISS_ORG_P,b1_CYN_C,b1_OPA_C,b1_DISS_Si,b1_PART_Si,b1_FIX_CYN_C,b1_INORG_C,b1_TOT_ALK,b1_FE_II,b1_FE_III,b1_MN_II,b1_MN_IV,b1_CA,b1_MG,b1_S_PLUS_6,b1_S_MINUS_2,b1_CH4_C,b1_NOST_VEG_HET_C,b1_AKI_C,b2_NH4_N,b2_NO3_N,b2_PO4_P,b2_DISS_OXYGEN,b2_DIA_C,b2_ZOO_C,b2_ZOO_N,b2_ZOO_P,b2_DET_PART_ORG_C,b2_DET_PART_ORG_N,b2_DET_PART_ORG_P,b2_DISS_ORG_C,b2_DISS_ORG_N,b2_DISS_ORG_P,b2_CYN_C,b2_OPA_C,b2_DISS_Si,b2_PART_Si,b2_FIX_CYN_C,b2_INORG_C,b2_TOT_ALK,b2_FE_II,b2_FE_III,b2_MN_II,b2_MN_IV,b2_CA,b2_MG,b2_S_PLUS_6,b2_S_MINUS_2,b2_CH4_C,b2_NOST_VEG_HET_C,b2_AKI_C,b3_NH4_N,b3_NO3_N,b3_PO4_P,b3_DISS_OXYGEN,b3_DIA_C,b3_ZOO_C,b3_ZOO_N,b3_ZOO_P,b3_DET_PART_ORG_C,b3_DET_PART_ORG_N,b3_DET_PART_ORG_P,b3_DISS_ORG_C,b3_DISS_ORG_N,b3_DISS_ORG_P,b3_CYN_C,b3_OPA_C,b3_DISS_Si,b3_PART_Si,b3_FIX_CYN_C,b3_INORG_C,b3_TOT_ALK,b3_FE_II,b3_FE_III,b3_MN_II,b3_MN_IV,b3_CA,b3_MG,b3_S_PLUS_6,b3_S_MINUS_2,b3_CH4_C,b3_NOST_VEG_HET_C,b3_AKI_C,b4_NH4_N,b4_NO3_N,b4_PO4_P,b4_DISS_OXYGEN,b4_DIA_C,b4_ZOO_C,b4_ZOO_N,b4_ZOO_P,b4_DET_PART_ORG_C,b4_DET_PART_ORG_N,b4_DET_PART_ORG_P,b4_DISS_ORG_C,b4_DISS_ORG_N,b4_DISS_ORG_P,b4_CYN_C,b4_OPA_C,b4_DISS_Si,b4_PART_Si,b4_FIX_CYN_C,b4_INORG_C,b4_TOT_ALK,b4_FE_II,b4_FE_III,b4_MN_II,b4_MN_IV,b4_CA,b4_MG,b4_S_PLUS_6,b4_S_MINUS_2,b4_CH4_C,b4_NOST_VEG_HET_C,b4_AKI_C,b5_NH4_N,b5_NO3_N,b5_PO4_P,b5_DISS_OXYGEN,b5_DIA_C,b5_ZOO_C,b5_ZOO_N,b5_ZOO_P,b5_DET_PART_ORG_C,b5_DET_PART_ORG_N,b5_DET_PART_ORG_P,b5_DISS_ORG_C,b5_DISS_ORG_N,b5_DISS_ORG_P,b5_CYN_C,b5_OPA_C,b5_DISS_Si,b5_PART_Si,b5_FIX_CYN_C,b5_INORG_C,b5_TOT_ALK,b5_FE_II,b5_FE_III,b5_MN_II,b5_MN_IV,b5_CA,b5_MG,b5_S_PLUS_6,b5_S_MINUS_2,b5_CH4_C,b5_NOST_VEG_HET_C,b5_AKI_C
1728,0.060664,0.064412,0.010180,9.637273,0.000000,0.040000,0.010000,0.002000,7.198182,1.334879,0.025338,7.148485,0.625697,0.009036,0.377879,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.012646,0.081143,0.057575,10.450000,0.000000,0.040000,0.010000,0.002000,3.048174,0.439556,0.021138,7.015833,0.613422,0.038990,2.487262,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.012646,0.081143,0.057575,10.450000,0.000000,0.040000,0.010000,0.002000,3.048174,0.439556,0.021138,7.015833,0.613422,0.038990,2.487262,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.012646,0.081143,0.057575,10.450000,0.000000,0.040000,0.010000,0.002000,3.048174,0.439556,0.021138,7.015833,0.613422,0.038990,2.487262,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.012646,0.081143,0.057575,10.450000,0.000000,0.040000,0.010000,0.002000,3.048174,0.439556,0.021138,7.015833,0.613422,0.038990,2.487262,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
1729,0.061773,0.067742,0.010400,9.645455,0.000000,0.040000,0.010000,0.002000,6.983636,1.295576,0.024744,7.089697,0.620939,0.009177,0.367576,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.013005,0.091922,0.057376,10.528571,0.000000,0.040000,0.010000,0.002000,2.942869,0.426060,0.020986,6.979429,0.628387,0.037779,2.390979,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.013005,0.091922,0.057376,10.528571,0.000000,0.040000,0.010000,0.002000,2.942869,0.426060,0.020986,6.979429,0.628387,0.037779,2.390979,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.013005,0.091922,0.057376,10.528571,0.000000,0.040000,0.010000,0.002000,2.942869,0.426060,0.020986,6.979429,0.628387,0.037779,2.390979,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.013005,0.091922,0.057376,10.528571,0.000000,0.040000,0.010000,0.002000,2.942869,0.426060,0.020986,6.979429,0.628387,0.037779,2.390979,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
1730,0.062882,0.071073,0.010620,9.653636,0.000000,0.040000,0.010000,0.002000,6.769091,1.256273,0.024149,7.030909,0.616182,0.009318,0.357273,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.013364,0.102702,0.057177,10.607143,0.000000,0.040000,0.010000,0.002000,2.837563,0.412564,0.020833,6.943024,0.643352,0.036568,2.294695,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.013364,0.102702,0.057177,10.607143,0.000000,0.040000,0.010000,0.002000,2.837563,0.412564,0.020833,6.943024,0.643352,0.036568,2.294695,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.013364,0.102702,0.057177,10.607143,0.000000,0.040000,0.010000,0.002000,2.837563,0.412564,0.020833,6.943024,0.643352,0.036568,2.294695,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.013364,0.102702,0.057177,10.607143,0.000000,0.040000,0.010000,0.002000,2.837563,0.412564,0.020833,6.943024,0.643352,0.036568,2.294695,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
1731,0.063991,0.074403,0.010840,9.661818,0.000000,0.040000,0.010000,0.002000,6.554545,1.216970,0.023555,6.972121,0.611424,0.009459,0.346970,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.013723,0.113481,0.056979,10.685714,0.000000,0.040000,0.010000,0.002000,2.732258,0.399069,0.020681,6.906619,0.658317,0.035357,2.198411,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.013723,0.113481,0.056979,10.685714,0.000000,0.040000,0.010000,0.002000,2.732258,0.399069,0.020681,6.906619,0.658317,0.035357,2.198411,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.013723,0.113481,0.056979,10.685714,0.000000,0.040000,0.010000,0.002000,2.732258,0.399069,0.020681,6.906619,0.658317,0.035357,2.198411,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.013723,0.113481,0.056979,10.685714,0.000000,0.040000,0.010000,0.002000,2.732258,0.399069,0.020681,6.906619,0.658317,0.035357,2.198411,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
1732,0.065100,0.077733,0.011060,9.670000,0.000000,0.040000,0.010000,0.002000,6.340000,1.177667,0.022960,6.913333,0.606667,0.009600,0.336667,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.014082,0.124260,0.056780,10.764286,0.000000,0.040000,0.010000,0.002000,2.626952,0.385573,0.020528,6.870214,0.673282,0.034146,2.102127,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.014082,0.124260,0.056780,10.764286,0.000000,0.040000,0.010000,0.002000,2.626952,0.385573,0.020528,6.870214,0.673282,0.034146,2.102127,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.014082,0.124260,0.056780,10.764286,0.000000,0.040000,0.010000,0.002000,2.626952,0.385573,0.020528,6.870214,0.673282,0.034146,2.102127,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.014082,0.124260,0.056780,10.764286,0.000000,0.040000,0.010000,0.002000,2.626952,0.385573,0.020528,6.870214,0.673282,0.034146,2.102127,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
1733,0.066209,0.081064,0.011280,9.678182,0.000000,0.040000,0.010000,0.002000,6.125455,1.138364,0.022365,6.854545,0.601909,0.009741,0.326364,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.014441,0.135039,0.056581,10.842857,0.000000,0.040000,0.010000,0.002000,2.521647,0.372077,0.020376,6.833810,0.688247,0.032935,2.005843,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.014441,0.135039,0.056581,10.842857,0.000000,0.040000,0.010000,0.002000,2.521647,0.372077,0.020376,6.833810,0.688247,0.032935,2.005843,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.014441,0.135039,0.056581,10.842857,0.000000,0.040000,0.010000,0.002000,2.521647,0.372077,0.020376,6.833810,0.688247,0.032935,2.005843,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.014441,0.135039,0.056581,10.842857,0.000000,0.040000,0.010000,0.002000,2.521647,0.372077,0.020376,6.833810,0.688247,0.032935,2.005843,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
1734,0.067318,0.084394,0.011500,9.686364,0.000000,0.040000,0.010000,0.002000,5.910909,1.099061,0.021771,6.795758,0.597152,0.009882,0.316061,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.014800,0.145819,0.056382,10.921429,0.000000,0.040000,0.010000,0.002000,2.416341,0.358581,0.020223,6.797405,0.703212,0.031724,1.909559,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.014800,0.145819,0.056382,10.921429,0.000000,0.040000,0.010000,0.002000,2.416341,0.358581,0.020223,6.797405,0.703212,0.031724,1.909559,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.014800,0.145819,0.056382,10.921429,0.000000,0.040000,0.010000,0.002000,2.416341,0.358581,0.020223,6.797405,0.703212,0.031724,1.909559,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.014800,0.145819,0.056382,10.921429,0.000000,0.040000,0.010000,0.002000,2.416341,0.358581,0.020223,6.797405,0.703212,0.031724,1.909559,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
1735,0.068427,0.087724,0.011720,9.694545,0.000000,0.040000,0.010000,0.002000,5.696364,1.059758,0.021176,6.736970,0.592394,0.010023,0.305758,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.015159,0.156598,0.056183,11.000000,0.000000,0.040000,0.010000,0.002000,2.311035,0.345085,0.020071,6.761000,0.718177,0.030513,1.813275,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.015159,0.156598,0.056183,11.000000,0.000000,0.040000,0.010000,0.002000,2.311035,0.345085,0.020071,6.761000,0.718177,0.030513,1.813275,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.015159,0.156598,0.056183,11.000000,0.000000,0.040000,0.010000,0.002000,2.311035,0.345085,0.020071,6.761000,0.718177,0.030513,1.813275,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.015159,0.156598,0.056183,11.000000,0.000000,0.040000,0.010000,0.002000,2.311035,0.345085,0.020071,6.761000,0.718177,0.030513,1.813275,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
1736,0.069536,0.091055,0.011940,9.702727,0.000000,0.040000,0.010000,0.002000,5.481818,1.020455,0.020582,6.678182,0.587636,0.010164,0.295455,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.015518,0.167377,0.055985,11.078571,0.000000,0.040000,0.010000,0.002000,2.205730,0.331589,0.019918,6.724595,0.733142,0.029302,1.716991,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.015518,0.167377,0.055985,11.078571,0.000000,0.040000,0.010000,0.002000,2.205730,0.331589,0.019918,6.724595,0.733142,0.029302,1.716991,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.015518,0.167377,0.055985,11.078571,0.000000,0.040000,0.010000,0.002000,2.205730,0.331589,0.019918,6.724595,0.733142,0.029302,1.716991,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.015518,0.167377,0.055985,11.078571,0.000000,0.040000,0.010000,0.002000,2.205730,0.331589,0.019918,6.724595,0.733142,0.029302,1.716991,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
1737,0.070645,0.094385,0.012160,9.710909,0.000000,0.040000,0.010000,0.002000,5.267273,0.981152,0.019987,6.619394,0.582879,0.010305,0.285152,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.015877,0.178157,0.055786,11.157143,0.000000,0.040000,0.010000,0.002000,2.100424,0.318094,0.019766,6.688190,0.748107,0.028091,1.620707,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.015877,0.178157,0.055786,11.157143,0.000000,0.040000,0.010000,0.002000,2.100424,0.318094,0.019766,6.688190,0.748107,0.028091,1.620707,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.015877,0.178157,0.055786,11.157143,0.000000,0.040000,0.010000,0.002000,2.100424,0.318094,0.019766,6.688190,0.748107,0.028091,1.620707,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.015877,0.178157,0.055786,11.157143,0.000000,0.040000,0.010000,0.002000,2.100424,0.318094,0.019766,6.688190,0.748107,0.028091,1.620707,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
1738,0.071755,0.097715,0.012380,9.719091,0.000000,0.040000,0.010000,0.002000,5.052727,0.941848,0.019393,6.560606,0.578121,0.010445,0.274848,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.016236,0.188936,0.055587,11.235714,0.000000,0.040000,0.010000,0.002000,1.995119,0.304598,0.019614,6.651786,0.763072,0.026880,1.524423,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.016236,0.188936,0.055587,11.235714,0.000000,0.040000,0.010000,0.002000,1.995119,0.304598,0.019614,6.651786,0.763072,0.026880,1.524423,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.016236,0.188936,0.055587,11.235714,0.000000,0.040000,0.010000,0.002000,1.995119,0.304598,0.019614,6.651786,0.763072,0.026880,1.524423,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.016236,0.188936,0.055587,11.235714,0.000000,0.040000,0.010000,0.002000,1.995119,0.304598,0.019614,6.651786,0.763072,0.026880,1.524423,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
1739,0.072864,0.101045,0.012600,9.727273,0.000000,0.040000,0.010000,0.002000,4.838182,0.902545,0.018798,6.501818,0.573364,0.010586,0.264545,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.016595,0.199715,0.055388,11.314286,0.000000,0.040000,0.010000,0.002000,1.889813,0.291102,0.019461,6.615381,0.778037,0.025670,1.428139,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.016595,0.199715,0.055388,11.314286,0.000000,0.040000,0.010000,0.002000,1.889813,0.291102,0.019461,6.615381,0.778037,0.025670,1.428139,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.016595,0.199715,0.055388,11.314286,0.000000,0.040000,0.010000,0.002000,1.889813,0.291102,0.019461,6.615381,0.778037,0.025670,1.428139,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.016595,0.199715,0.055388,11.314286,0.000000,0.040000,0.010000,0.002000,1.889813,0.291102,0.019461,6.615381,0.778037,0.025670,1.428139,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
1740,0.073973,0.104376,0.012820,9.735455,0.000000,0.040000,0.010000,0.002000,4.623636,0.863242,0.018204,6.443030,0.568606,0.010727,0.254242,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.016954,0.210494,0.055189,11.392857,0.000000,0.040000,0.010000,0.002000,1.784507,0.277606,0.019309,6.578976,0.793002,0.024459,1.331855,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.016954,0.210494,0.055189,11.392857,0.000000,0.040000,0.010000,0.002000,1.784507,0.277606,0.019309,6.578976,0.793002,0.024459,1.331855,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.016954,0.210494,0.055189,11.392857,0.000000,0.040000,0.010000,0.002000,1.784507,0.277606,0.019309,6.578976,0.793002,0.024459,1.331855,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.016954,0.210494,0.055189,11.392857,0.000000,0.040000,0.010000,0.002000,1.784507,0.277606,0.019309,6.578976,0.793002,0.024459,1.331855,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
1741,0.075082,0.107706,0.013040,9.743636,0.000000,0.040000,0.010000,0.002000,4.409091,0.823939,0.017609,6.384242,0.563848,0.010868,0.243939,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.017312,0.221274,0.054990,11.471429,0.000000,0.040000,0.010000,0.002000,1.679202,0.264110,0.019156,6.542571,0.807967,0.023248,1.235571,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.017312,0.221274,0.054990,11.471429,0.000000,0.040000,0.010000,0.002000,1.679202,0.264110,0.019156,6.542571,0.807967,0.023248,1.235571,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.017312,0.221274,0.054990,11.471429,0.000000,0.040000,0.010000,0.002000,1.679202,0.264110,0.019156,6.542571,0.807967,0.023248,1.235571,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.017312,0.221274,0.054990,11.471429,0.000000,0.040000,0.010000,0.002000,1.679202,0.264110,0.019156,6.542571,0.807967,0.023248,1.235571,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
1742,0.076191,0.111036,0.013260,9.751818,0.000000,0.040000,0.010000,0.002000,4.194545,0.784636,0.017015,6.325455,0.559091,0.011009,0.233636,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.017671,0.232053,0.054792,11.550000,0.000000,0.040000,0.010000,0.002000,1.573896,0.250614,0.019004,6.506167,0.822932,0.022037,1.139288,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.017671,0.232053,0.054792,11.550000,0.000000,0.040000,0.010000,0.002000,1.573896,0.250614,0.019004,6.506167,0.822932,0.022037,1.139288,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.017671,0.232053,0.054792,11.550000,0.000000,0.040000,0.010000,0.002000,1.573896,0.250614,0.019004,6.506167,0.822932,0.022037,1.139288,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100,0.017671,0.232053,0.054792,11.550000,0.000000,0.040000,0.010000,0.002000,1.573896,0.250614,0.019004,6.506167,0.822932,0.022037,1.139288,0.020000,3.000000,1.500000,0.000100,0.002700,0.002700,0.230000,0.050000,0.100000,0.100000,70.000000,15.000000,1.350000,0.000000,0.000000,0.000000,0.000100
